polity_code,polity_name,polity_type,continent,start_year,end_year,iso3_code,node_type,in_degree,out_degree,total_degree
F5802-1800-2025,Land Locked Developing Countries (LLDCs),region,Global,1800,2025,,polity,0,0,0
F348-1800-2025,Latin America,region,Global,1800,2025,,polity,0,0,0
F5205-1800-2025,Latin America and the Caribbean,region,Global,1800,2025,,polity,3,36,39
F5801-1800-2025,Least Developed Countries (LDCs),region,Global,1800,2025,,polity,0,0,0
F5815-1800-2025,Low Income Food Deficit Countries (LIFDCs),region,Global,1800,2025,,polity,0,0,0
F5858-1800-2025,Low-income economies,region,Global,1800,2025,,polity,0,0,0
F5859-1800-2025,Lower-middle-income economies,region,Global,1800,2025,,polity,0,0,0
F5502-1800-2025,Melanesia,region,Global,1800,2025,,polity,0,5,5
F5102-1800-2025,Middle Africa,region,Global,1800,2025,,polity,0,9,9
F5817-1800-2025,Net Food Importing Developing Countries (NFIDCs),region,Global,1800,2025,,polity,0,0,0
F5849-1800-2025,Non-Annex I countries,region,Global,1800,2025,,polity,0,0,0
F336-1800-2025,North and Central America,region,Global,1800,2025,,polity,0,0,0
F5103-1800-2025,Northern Africa,region,Global,1800,2025,,polity,0,6,6
F429-1800-2025,Northern Africa (excluding Sudan),region,Global,1800,2025,,polity,0,0,0
F5203-1800-2025,Northern America,region,Global,1800,2025,,polity,0,2,2
F5208-1800-2025,Northern America and Europe,region,Global,1800,2025,,polity,0,0,0
F5402-1800-2025,Northern Europe,region,Global,1800,2025,,polity,0,12,12
F5873-1800-2025,OECD,region,Global,1800,2025,,polity,0,0,0
F5500-1800-2025,Oceania,region,Global,1800,2025,,polity,4,14,18
F5807-1800-2025,Oceania excluding Australia and New Zealand,region,Global,1800,2025,,polity,0,0,0
F5504-1800-2025,Polynesia,region,Global,1800,2025,,polity,0,4,4
F5822-1800-2025,Regional Centres (FAO) (2.5.1.a),region,Global,1800,2025,,polity,0,0,0
F5803-1800-2025,Small Island Developing States (SIDS),region,Global,1800,2025,,polity,0,0,0
F5207-1800-2025,South America,region,Global,1800,2025,,polity,0,13,13
F5306-1800-2005,South-Central Asia,region,Global,1800,2005,,polity,0,0,0
F5304-1800-2025,South-eastern Asia,region,Global,1800,2025,,polity,0,12,12
F5104-1800-2025,Southern Africa,region,Global,1800,2025,,polity,0,5,5
F5855-1800-2025,Southern Asia (excluding India),region,Global,1800,2025,,polity,0,0,0
F5403-1800-2025,Southern Europe,region,Global,1800,2025,,polity,0,16,16
F5810-1800-2025,Sub-Saharan Africa (including Sudan),region,Global,1800,2025,,polity,0,0,0
F9011-1800-2025,Upper-middle-income economies,region,Global,1800,2025,,polity,0,0,0
F5105-1800-2025,Western Africa,region,Global,1800,2025,,polity,0,16,16
F5305-1800-2025,Western Asia,region,Global,1800,2025,,polity,0,18,18
F5828-1800-2025,"Western Asia (exc. Armenia, Azerbaijan, Cyprus, Israel and Georgia)",region,Global,1800,2025,,polity,0,0,0
F5308-1800-2025,Western Asia and Northern Africa,region,Global,1800,2025,,polity,0,0,0
F5404-1800-2025,Western Europe,region,Global,1800,2025,,polity,0,10,10
X01-1800-2025,World,region,Global,1800,2025,,polity,0,0,0
F5301-2005-2025,Central Asia,region,Global,2005,2025,,polity,0,0,0
F5303-2005-2025,Southern Asia,region,Global,2005,2025,,polity,0,0,0
F420-2017-2025,Sub-Saharan Africa,region,Global,2017,2025,,polity,0,0,0
DEDREG-2021-2025,Developed regions,region,Global,2021,2025,,polity,0,0,0
DNGREG-2021-2025,Developing regions,region,Global,2021,2025,,polity,0,0,0
ATG-1800-2025,Antigua and Barbuda,sovereign,North America,1800,2025,ATG,polity,2,1,3
BHS-1800-2025,Bahamas,sovereign,North America,1800,2025,BHS,polity,2,1,3
BRB-1800-2025,Barbados,sovereign,North America,1800,2025,BRB,polity,2,1,3
BLZ-1800-2025,Belize,sovereign,North America,1800,2025,BLZ,polity,2,1,3
CRI-1800-2025,Costa Rica,sovereign,North America,1800,2025,CRI,polity,2,1,3
CUB-1800-2025,Cuba,sovereign,North America,1800,2025,CUB,polity,2,1,3
DMA-1800-2025,Dominica,sovereign,North America,1800,2025,DMA,polity,2,1,3
DOM-1800-2025,Dominican Republic,sovereign,North America,1800,2025,DOM,polity,2,1,3
HTI-1800-2025,Haiti,sovereign,North America,1800,2025,HTI,polity,2,1,3
HND-1800-2025,Honduras,sovereign,North America,1800,2025,HND,polity,2,1,3
JAM-1800-2025,Jamaica,sovereign,North America,1800,2025,JAM,polity,2,1,3
MEX-1800-2025,Mexico,sovereign,North America,1800,2025,MEX,polity,2,1,3
NIC-1800-2025,Nicaragua,sovereign,North America,1800,2025,NIC,polity,2,1,3
KNA-1800-2025,Saint Kitts and Nevis,sovereign,North America,1800,2025,KNA,polity,2,1,3
LCA-1800-2025,Saint Lucia,sovereign,North America,1800,2025,LCA,polity,2,1,3
VCT-1800-2025,Saint Vincent and the Grenadines,sovereign,North America,1800,2025,VCT,polity,2,1,3
TTO-1800-2025,Trinidad and Tobago,sovereign,North America,1800,2025,TTO,polity,2,1,3
SLV-1821-2025,El Salvador,sovereign,North America,1821,2025,SLV,polity,2,1,3
GTM-1821-2025,Guatemala,sovereign,North America,1821,2025,GTM,polity,2,1,3
PAN-1903-2025,Panama,sovereign,North America,1903,2025,PAN,polity,2,1,3
CAN-1948-2025,Canada,sovereign,North America,1948,2025,CAN,polity,15,2,17
USA-1959-2025,United States of America,sovereign,North America,1959,2025,USA,polity,53,1,54
BLM-2007-2025,Saint Barthélemy,sovereign,North America,2007,2025,BLM,polity,2,1,3
CUW-2010-2025,Curaçao,sovereign,North America,2010,2025,CUW,polity,2,1,3
ALA-1800-1959,Alaska (to 1959),historical,North America,1800,1959,ALA,polity,2,1,3
CAN-1800-1982,Canton and Enderbury Islands,historical,North America,1800,1982,CAN,polity,0,2,2
GRD-1800-1833,Grenada,historical,North America,1800,1833,GRD,polity,2,1,3
LOW-1800-1866,Lower Quebec,historical,North America,1800,1866,LOW,polity,0,1,1
NBW-1800-1866,New Brunswick,historical,North America,1800,1866,NBW,polity,0,1,1
NEW-1800-1948,Newfoundland (to 1948),historical,North America,1800,1948,NEW,polity,0,2,2
NOV-1800-1866,Nova Scotia  Cape Breton Isl.,historical,North America,1800,1866,NOV,polity,0,1,1
ONT-1800-1866,Ontario,historical,North America,1800,1866,ONT,polity,0,1,1
PAN-1800-1979,Panama (before Canal Zone),historical,North America,1800,1979,PAN,polity,0,1,1
PRI-1800-1866,Prince Edward Island,historical,North America,1800,1866,PRI,polity,2,2,4
ST.-1800-1838,St. Lucía,historical,North America,1800,1838,,polity,0,1,1
ST.-1800-1833,St. Vincent,historical,North America,1800,1833,,polity,0,1,1
USA-1800-1959,United States of America (to 1959),historical,North America,1800,1959,USA,polity,0,3,3
STM-1816-1878,St Martin and St Barthélemy,historical,North America,1816,1878,STM,polity,0,1,1
VAN-1849-1866,Vancouver's Island,historical,North America,1849,1866,VAN,polity,0,1,1
CAN-1866-1948,Canada (to 1948),historical,North America,1866,1948,CAN,polity,0,3,3
BCO-1858-1866,British Columbia,colonial,North America,1858,1866,BCO,polity,1,1,2
AIA-1800-2025,Anguilla,dependency,North America,1800,2025,AIA,polity,0,1,1
BMU-1800-2025,Bermuda,dependency,North America,1800,2025,BMU,polity,0,1,1
VGB-1800-2025,British Virgin Islands,dependency,North America,1800,2025,VGB,polity,1,1,2
CYM-1800-2025,Cayman Islands,dependency,North America,1800,2025,CYM,polity,0,1,1
GLP-1800-2025,Guadeloupe,dependency,North America,1800,2025,GLP,polity,0,1,1
LEE-1800-2025,"Leeward Islands (Antigua, Dominica, St.Christopher, Montserrat, Nevis, Virgin Island)",dependency,North America,1800,2025,LEE,polity,0,1,1
MTQ-1800-2025,Martinique,dependency,North America,1800,2025,MTQ,polity,0,1,1
MSR-1800-2025,Montserrat,dependency,North America,1800,2025,MSR,polity,0,1,1
NET-1800-1986,Netherlands Antilles (original),dependency,North America,1800,1986,NET,polity,2,1,3
PRI-1800-2025,Puerto Rico,dependency,North America,1800,2025,PRI,polity,1,1,2
SAI-1800-1982,Saint Kitts-Nevis-Anguilla,dependency,North America,1800,1982,SAI,polity,0,1,1
SPM-1800-2025,Saint Pierre and Miquelon,dependency,North America,1800,2025,SPM,polity,0,1,1
TCA-1800-2025,Turks and Caicos Islands,dependency,North America,1800,2025,TCA,polity,0,1,1
VIR-1800-2025,United States Virgin Islands,dependency,North America,1800,2025,VIR,polity,0,1,1
ABW-1986-2025,Aruba,dependency,North America,1986,2025,ABW,polity,0,1,1
ANT-1986-2010,Netherlands Antilles,dependency,North America,1986,2010,ANT,polity,1,1,2
ALA-2003-2025,Åland Islands,dependency,North America,2003,2025,ALA,polity,0,1,1
MAF-2007-2025,Saint Martin (French part),dependency,North America,2007,2025,MAF,polity,1,1,2
BES-2010-2025,"Bonaire, Sint Eustatius and Saba",dependency,North America,2010,2025,BES,polity,0,1,1
SXM-2010-2025,Sint Maarten (Dutch part),dependency,North America,2010,2025,SXM,polity,1,1,2
DAN-1800-2025,Danish Virgin Islands,aggregate,North America,1800,2025,DAN,polity,0,3,3
DUT-1800-2025,Dutch West Indies (Netherland Antilles),aggregate,North America,1800,2025,DUT,polity,0,1,1
NFL-1816-2025,Newfoundland,aggregate,North America,1816,2025,NFL,polity,0,1,1
KIR-1800-2025,Kiribati,sovereign,Oceania,1800,2025,KIR,polity,2,1,3
TON-1800-2025,Tonga,sovereign,Oceania,1800,2025,TON,polity,2,1,3
TUV-1800-2025,Tuvalu,sovereign,Oceania,1800,2025,TUV,polity,2,1,3
VUT-1800-2025,Vanuatu,sovereign,Oceania,1800,2025,VUT,polity,2,1,3
FJI-1874-2025,Fiji,sovereign,Oceania,1874,2025,FJI,polity,2,1,3
MHL-1874-2025,Marshall Islands,sovereign,Oceania,1874,2025,MHL,polity,2,1,3
SLB-1885-2025,Solomon Islands,sovereign,Oceania,1885,2025,SLB,polity,2,1,3
NRU-1888-2025,Nauru,sovereign,Oceania,1888,2025,NRU,polity,2,1,3
WSM-1900-2025,Samoa,sovereign,Oceania,1900,2025,WSM,polity,2,1,3
AUS-1901-2025,Australia,sovereign,Oceania,1901,2025,AUS,polity,13,1,14
NZL-1907-2025,New Zealand,sovereign,Oceania,1907,2025,NZL,polity,2,1,3
PNG-1975-2025,Papua New Guinea,sovereign,Oceania,1975,2025,PNG,polity,2,1,3
FSM-1991-2025,Micronesia,sovereign,Oceania,1991,2025,FSM,polity,3,1,4
PLW-1991-2025,Palau,sovereign,Oceania,1991,2025,PLW,polity,2,1,3
NEW-1800-1920,New Guinea (to 1920),historical,Oceania,1800,1920,NEW,polity,0,2,2
NEW-1800-1900,New South Wales (to 1900),historical,Oceania,1800,1900,NEW,polity,0,1,1
PAP-1800-1949,Papua (to 1949),historical,Oceania,1800,1949,PAP,polity,0,1,1
QUE-1800-1900,Queensland (to 1900),historical,Oceania,1800,1900,QUE,polity,0,1,1
SOU-1800-1900,South Australia (to 1900),historical,Oceania,1800,1900,SOU,polity,0,1,1
TAS-1800-1900,Van Diemen's Land (Tasmania) (to 1900),historical,Oceania,1800,1900,TAS,polity,0,1,1
VIC-1800-1900,Victoria (to 1900),historical,Oceania,1800,1900,VIC,polity,0,1,1
WES-1800-1900,Western Australia (to 1900),historical,Oceania,1800,1900,WES,polity,0,1,1
VAN-1828-1900,Van Diemen's Land (Tasmania),historical,Oceania,1828,1900,VAN,polity,0,1,1
SOU-1838-1900,South Australia,historical,Oceania,1838,1900,SOU,polity,0,2,2
WES-1838-1900,Western Australia,historical,Oceania,1838,1900,WES,polity,0,1,1
MRQ-1844-1903,Marquesas Island,historical,Oceania,1844,1903,MRQ,polity,0,1,1
SOC-1844-1903,Society Islands  (Tahiti),historical,Oceania,1844,1903,SOC,polity,0,1,1
BON-1846-1873,Bonin island,historical,Oceania,1846,1873,BON,polity,0,1,1
VIC-1853-1900,Victoria,historical,Oceania,1853,1900,VIC,polity,0,1,1
QUE-1859-1900,Queensland,historical,Oceania,1859,1900,QUE,polity,0,1,1
GAM-1881-1903,Gambier Island,historical,Oceania,1881,1903,GAM,polity,0,1,1
PAL-1889-1912,Palmyra Island,historical,Oceania,1889,1912,PAL,polity,0,1,1
SOL-1893-1899,Solomon Islands (1893-1899),historical,Oceania,1893,1899,SOL,polity,0,1,1
HAW-1898-1959,Hawaii (1898-1959),historical,Oceania,1898,1959,HAW,polity,0,1,1
GER-1800-1899,German Solomon Islands (to 1899),colonial,Oceania,1800,1899,GER,polity,2,1,3
WES-1949-1969,Dutch new Guinea (1949-1969),colonial,Oceania,1949,1969,WES,polity,1,1,2
CXR-1800-2025,Christmas Island,dependency,Oceania,1800,2025,CXR,polity,0,1,1
CCK-1800-2025,Cocos (Keeling) Islands,dependency,Oceania,1800,2025,CCK,polity,0,1,1
PYF-1800-2025,French Polynesia,dependency,Oceania,1800,2025,PYF,polity,1,1,2
GUM-1800-2025,Guam,dependency,Oceania,1800,2025,GUM,polity,0,1,1
HMD-1800-2025,Heard Island and McDonald Islands,dependency,Oceania,1800,2025,HMD,polity,0,1,1
JTN-1800-1982,Johnston Island,dependency,Oceania,1800,1982,JTN,polity,0,1,1
NFK-1800-1901,Norfolk Island,dependency,Oceania,1800,1901,NFK,polity,0,1,1
UMI-1800-2025,United States Minor Outlying Islands,dependency,Oceania,1800,2025,UMI,polity,0,1,1
UNI-1800-1982,United States miscellaneous Pacific Islands,dependency,Oceania,1800,1982,UNI,polity,0,1,1
PCN-1839-2025,Pitcairn,dependency,Oceania,1839,2025,PCN,polity,0,1,1
WLF-1842-2025,Wallis and Futuna,dependency,Oceania,1842,2025,WLF,polity,0,1,1
NCL-1853-2025,New Caledonia,dependency,Oceania,1853,2025,NCL,polity,0,1,1
MID-1859-1982,Midway Islands,dependency,Oceania,1859,1982,MID,polity,0,1,1
USS-1859-2025,US settlement Oceania,dependency,Oceania,1859,2025,USS,polity,0,1,1
TKL-1877-2025,Tokelau,dependency,Oceania,1877,2025,TKL,polity,0,1,1
COK-1893-2025,Cook Islands,dependency,Oceania,1893,2025,COK,polity,0,1,1
WAK-1898-1982,Wake Island,dependency,Oceania,1898,1982,WAK,polity,0,1,1
ASM-1900-2025,American Samoa,dependency,Oceania,1900,2025,ASM,polity,1,1,2
NIU-1900-2025,Niue,dependency,Oceania,1900,2025,NIU,polity,0,1,1
MNP-1991-2025,Northern Mariana Islands,dependency,Oceania,1991,2025,MNP,polity,0,1,1
F164-1800-1990,Pacific Islands Trust Territory,mandate,Oceania,1800,1990,,polity,0,1,1
NEW-1920-1949,New Guinea (1920-1949),mandate,Oceania,1920,1949,NEW,polity,2,1,3
MRI-1800-2025,Mariana Island,aggregate,Oceania,1800,2025,MRI,polity,0,1,1
BOC-1839-2025,British settlement Oceania,aggregate,Oceania,1839,2025,BOC,polity,0,1,1
FSO-1844-2025,French Settlements in Oceania,aggregate,Oceania,1844,2025,FSO,polity,0,2,2
BNG-1884-2025,British New Guinea,aggregate,Oceania,1884,2025,BNG,polity,0,1,1
GER-1884-2025,German colonies Oceania,aggregate,Oceania,1884,2025,GER,polity,0,5,5
NGN-1884-2025,New Guinea,aggregate,Oceania,1884,2025,NGN,polity,0,1,1
CAR-1885-2025,Caroline Island,aggregate,Oceania,1885,2025,CAR,polity,0,1,1
GIL-1892-2025,Gilbert and Ellice Island,aggregate,Oceania,1892,2025,GIL,polity,0,1,1
DUT-1898-2025,Dutch new Guinea,aggregate,Oceania,1898,2025,DUT,polity,0,1,1
NHB-1906-2025,New Hebrides,aggregate,Oceania,1906,2025,NHB,polity,0,1,1
F5503-1800-2025,Micronesia (Oceania region),region,Oceania,1800,2025,,polity,0,6,6
GUY-1800-2025,Guyana,sovereign,South America,1800,2025,GUY,polity,2,1,3
VEN-1821-2025,Venezuela,sovereign,South America,1821,2025,VEN,polity,2,1,3
URY-1828-2025,Uruguay,sovereign,South America,1828,2025,URY,polity,2,1,3
ARG-1902-2025,Argentina,sovereign,South America,1902,2025,ARG,polity,3,1,4
CHL-1902-2025,Chile,sovereign,South America,1902,2025,CHL,polity,3,1,4
BRA-1909-2025,Brazil,sovereign,South America,1909,2025,BRA,polity,30,1,31
COL-1922-2025,Colombia,sovereign,South America,1922,2025,COL,polity,3,1,4
BOL-1938-2025,Bolivia,sovereign,South America,1938,2025,BOL,polity,3,1,4
PRY-1938-2025,Paraguay,sovereign,South America,1938,2025,PRY,polity,3,1,4
ECU-1942-2025,Ecuador,sovereign,South America,1942,2025,ECU,polity,3,1,4
PER-1942-2025,Peru,sovereign,South America,1942,2025,PER,polity,3,1,4
SUR-1975-2025,Suriname,sovereign,South America,1975,2025,SUR,polity,2,1,3
ARG-1800-1899,Argentina (to 1899),historical,South America,1800,1899,ARG,polity,0,2,2
BRA-1800-1903,Brazil (to 1903),historical,South America,1800,1903,BRA,polity,0,2,2
COL-1800-1903,Colombia (to 1903),historical,South America,1800,1903,COL,polity,0,2,2
ECU-1800-1942,Ecuador (to 1942),historical,South America,1800,1942,ECU,polity,0,2,2
CHL-1810-1899,Chile (to 1899),historical,South America,1810,1899,CHL,polity,0,2,2
PRY-1811-1938,Paraguay (to 1938),historical,South America,1811,1938,PRY,polity,0,2,2
BOL-1825-1903,Bolivia (to 1903),historical,South America,1825,1903,BOL,polity,0,2,2
PER-1825-1909,Peru (to 1909),historical,South America,1825,1909,PER,polity,0,2,2
ARG-1899-1902,Argentina (1899-1902),historical,South America,1899,1902,ARG,polity,1,2,3
CHL-1899-1902,Chile (1899-1902),historical,South America,1899,1902,CHL,polity,1,2,3
BOL-1903-1909,Bolivia (1903-1909),historical,South America,1903,1909,BOL,polity,1,2,3
BRA-1903-1909,Brazil (1903-1909),historical,South America,1903,1909,BRA,polity,1,2,3
COL-1903-1922,Colombia (1903-1922),historical,South America,1903,1922,COL,polity,1,2,3
BOL-1909-1938,Bolivia (1909-1938),historical,South America,1909,1938,BOL,polity,1,2,3
PER-1909-1922,Peru (1909-1922),historical,South America,1909,1922,PER,polity,1,2,3
PER-1922-1942,Peru (1922-1942),historical,South America,1922,1942,PER,polity,1,2,3
INI-1930-1946,Inini (1930-1946),colonial,South America,1930,1946,INI,polity,0,1,1
GUF-1800-2025,French Guiana,dependency,South America,1800,2025,GUF,polity,1,1,2
FRE-1800-1930,French Guiana (to 1930),dependency,South America,1800,1930,FRE,polity,1,1,2
SGS-1800-2025,South Georgia and the South Sandwich Islands,dependency,South America,1800,2025,SGS,polity,0,1,1
FLK-1833-2025,Falkland Islands,dependency,South America,1833,2025,FLK,polity,0,1,1
FRE-1930-1946,French Guiana (1930-1946),dependency,South America,1930,1946,FRE,polity,1,1,2
DGU-1800-2025,Dutch Guayana,aggregate,South America,1800,2025,DGU,polity,0,1,1
USAL-1959-2025,Alabama (State),subnational,North America,1959,2025,USA,polity,0,2,2
USAK-1959-2025,Alaska (State),subnational,North America,1959,2025,USA,polity,0,2,2
USAZ-1959-2025,Arizona (State),subnational,North America,1959,2025,USA,polity,0,2,2
USAR-1959-2025,Arkansas (State),subnational,North America,1959,2025,USA,polity,0,2,2
USCA-1959-2025,California (State),subnational,North America,1959,2025,USA,polity,0,2,2
USCO-1959-2025,Colorado (State),subnational,North America,1959,2025,USA,polity,0,2,2
USCT-1959-2025,Connecticut (State),subnational,North America,1959,2025,USA,polity,0,2,2
USDE-1959-2025,Delaware (State),subnational,North America,1959,2025,USA,polity,0,2,2
USDC-1959-2025,District of Columbia (Federal District),subnational,North America,1959,2025,USA,polity,0,2,2
USFL-1959-2025,Florida (State),subnational,North America,1959,2025,USA,polity,0,2,2
USGA-1959-2025,Georgia (State),subnational,North America,1959,2025,USA,polity,0,2,2
USHI-1959-2025,Hawaii (State),subnational,North America,1959,2025,USA,polity,0,2,2
USID-1959-2025,Idaho (State),subnational,North America,1959,2025,USA,polity,0,2,2
USIL-1959-2025,Illinois (State),subnational,North America,1959,2025,USA,polity,0,2,2
USIN-1959-2025,Indiana (State),subnational,North America,1959,2025,USA,polity,0,2,2
USIA-1959-2025,Iowa (State),subnational,North America,1959,2025,USA,polity,0,2,2
USKS-1959-2025,Kansas (State),subnational,North America,1959,2025,USA,polity,0,2,2
USKY-1959-2025,Kentucky (State),subnational,North America,1959,2025,USA,polity,0,2,2
USLA-1959-2025,Louisiana (State),subnational,North America,1959,2025,USA,polity,0,2,2
USME-1959-2025,Maine (State),subnational,North America,1959,2025,USA,polity,0,2,2
USMD-1959-2025,Maryland (State),subnational,North America,1959,2025,USA,polity,0,2,2
USMA-1959-2025,Massachusetts (State),subnational,North America,1959,2025,USA,polity,0,2,2
USMI-1959-2025,Michigan (State),subnational,North America,1959,2025,USA,polity,0,2,2
USMN-1959-2025,Minnesota (State),subnational,North America,1959,2025,USA,polity,0,2,2
USMS-1959-2025,Mississippi (State),subnational,North America,1959,2025,USA,polity,0,2,2
USMO-1959-2025,Missouri (State),subnational,North America,1959,2025,USA,polity,0,2,2
USMT-1959-2025,Montana (State),subnational,North America,1959,2025,USA,polity,0,2,2
USNE-1959-2025,Nebraska (State),subnational,North America,1959,2025,USA,polity,0,2,2
USNV-1959-2025,Nevada (State),subnational,North America,1959,2025,USA,polity,0,2,2
USNH-1959-2025,New Hampshire (State),subnational,North America,1959,2025,USA,polity,0,2,2
USNJ-1959-2025,New Jersey (State),subnational,North America,1959,2025,USA,polity,0,2,2
USNM-1959-2025,New Mexico (State),subnational,North America,1959,2025,USA,polity,0,2,2
USNY-1959-2025,New York (State),subnational,North America,1959,2025,USA,polity,0,2,2
USNC-1959-2025,North Carolina (State),subnational,North America,1959,2025,USA,polity,0,2,2
USND-1959-2025,North Dakota (State),subnational,North America,1959,2025,USA,polity,0,2,2
USOH-1959-2025,Ohio (State),subnational,North America,1959,2025,USA,polity,0,2,2
USOK-1959-2025,Oklahoma (State),subnational,North America,1959,2025,USA,polity,0,2,2
USOR-1959-2025,Oregon (State),subnational,North America,1959,2025,USA,polity,0,2,2
USPA-1959-2025,Pennsylvania (State),subnational,North America,1959,2025,USA,polity,0,2,2
USRI-1959-2025,Rhode Island (State),subnational,North America,1959,2025,USA,polity,0,2,2
USSC-1959-2025,South Carolina (State),subnational,North America,1959,2025,USA,polity,0,2,2
USSD-1959-2025,South Dakota (State),subnational,North America,1959,2025,USA,polity,0,2,2
USTN-1959-2025,Tennessee (State),subnational,North America,1959,2025,USA,polity,0,2,2
USTX-1959-2025,Texas (State),subnational,North America,1959,2025,USA,polity,0,2,2
USUT-1959-2025,Utah (State),subnational,North America,1959,2025,USA,polity,0,2,2
USVT-1959-2025,Vermont (State),subnational,North America,1959,2025,USA,polity,0,2,2
USVA-1959-2025,Virginia (State),subnational,North America,1959,2025,USA,polity,0,2,2
USWA-1959-2025,Washington (State),subnational,North America,1959,2025,USA,polity,0,2,2
USWV-1959-2025,West Virginia (State),subnational,North America,1959,2025,USA,polity,0,2,2
USWI-1959-2025,Wisconsin (State),subnational,North America,1959,2025,USA,polity,0,2,2
USWY-1959-2025,Wyoming (State),subnational,North America,1959,2025,USA,polity,0,2,2
CAAB-1999-2025,Alberta (Province),subnational,North America,1999,2025,CAN,polity,0,2,2
CABC-1999-2025,British Columbia (Province),subnational,North America,1999,2025,CAN,polity,0,2,2
CAMB-1999-2025,Manitoba (Province),subnational,North America,1999,2025,CAN,polity,0,2,2
CANB-1999-2025,New Brunswick (Province),subnational,North America,1999,2025,CAN,polity,0,2,2
CANF-1999-2025,Newfoundland and Labrador (Province),subnational,North America,1999,2025,CAN,polity,0,2,2
CANT-1999-2025,Northwest Territories (Territory),subnational,North America,1999,2025,CAN,polity,0,2,2
CANS-1999-2025,Nova Scotia (Province),subnational,North America,1999,2025,CAN,polity,0,2,2
CANU-1999-2025,Nunavut (Territory),subnational,North America,1999,2025,CAN,polity,0,2,2
CAON-1999-2025,Ontario (Province),subnational,North America,1999,2025,CAN,polity,0,2,2
CAPE-1999-2025,Prince Edward Island (Province),subnational,North America,1999,2025,CAN,polity,0,2,2
CAQC-1999-2025,Québec (Province),subnational,North America,1999,2025,CAN,polity,0,2,2
CASK-1999-2025,Saskatchewan (Province),subnational,North America,1999,2025,CAN,polity,0,2,2
CAYT-1999-2025,Yukon (Territory),subnational,North America,1999,2025,CAN,polity,0,2,2
BRAC-1988-2025,Acre (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRAL-1988-2025,Alagoas (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRAP-1988-2025,Amapá (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRAM-1988-2025,Amazonas (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRBA-1988-2025,Bahia (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRCE-1988-2025,Ceará (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRDF-1988-2025,Distrito Federal (Federal District),subnational,South America,1988,2025,BRA,polity,0,2,2
BRES-1988-2025,Espírito Santo (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRGO-1988-2025,Goiás (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRMA-1988-2025,Maranhão (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRMT-1988-2025,Mato Grosso (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRMS-1988-2025,Mato Grosso do Sul (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRMG-1988-2025,Minas Gerais (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRPR-1988-2025,Paraná (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRPB-1988-2025,Paraíba (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRPA-1988-2025,Pará (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRPE-1988-2025,Pernambuco (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRPI-1988-2025,Piauí (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRRN-1988-2025,Rio Grande do Norte (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRRS-1988-2025,Rio Grande do Sul (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRRJ-1988-2025,Rio de Janeiro (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRRO-1988-2025,Rondônia (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRRR-1988-2025,Roraima (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRSC-1988-2025,Santa Catarina (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRSE-1988-2025,Sergipe (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRSP-1988-2025,São Paulo (State),subnational,South America,1988,2025,BRA,polity,0,2,2
BRTO-1988-2025,Tocantins (State),subnational,South America,1988,2025,BRA,polity,0,2,2
AUAS-1901-2025,Ashmore and Cartier Islands (Territory),subnational,Oceania,1901,2025,AUS,polity,0,2,2
AUAC-1901-2025,Australian Capital Territory (Territory),subnational,Oceania,1901,2025,AUS,polity,0,2,2
AUCR-1901-2025,Coral Sea Islands Territory (Territory),subnational,Oceania,1901,2025,AUS,polity,0,2,2
AUJB-1901-2025,Jervis Bay Territory (Territory),subnational,Oceania,1901,2025,AUS,polity,0,2,2
AUNS-1901-2025,New South Wales (State),subnational,Oceania,1901,2025,AUS,polity,0,2,2
AUNT-1901-2025,Northern Territory (Territory),subnational,Oceania,1901,2025,AUS,polity,0,2,2
AUQL-1901-2025,Queensland (State),subnational,Oceania,1901,2025,AUS,polity,0,2,2
AUSA-1901-2025,South Australia (State),subnational,Oceania,1901,2025,AUS,polity,0,2,2
AUTS-1901-2025,Tasmania (State),subnational,Oceania,1901,2025,AUS,polity,0,2,2
AUVI-1901-2025,Victoria (State),subnational,Oceania,1901,2025,AUS,polity,0,2,2
AUWA-1901-2025,Western Australia (State),subnational,Oceania,1901,2025,AUS,polity,0,2,2
